player,session,stage,time,timestamp,phase,trial,email_id,email_type,class_val,classification,class_time,confidence,conf_time,accuracy
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":9}",3175,1679677273909,phase 2,9,5,PHISHING,1,HAM,1422,55,3175,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":10}",5666,1679677281741,phase 2,10,339,HAM,0,PHISHING,3859,60,5666,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":11}",3274,1679677287220,phase 2,11,275,HAM,0,PHISHING,1916,35,3274,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":12}",3463,1679677294072,phase 2,12,19,PHISHING,0,PHISHING,2058,50,3463,1
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":13}",3851,1679677300305,phase 2,13,10,PHISHING,0,PHISHING,2297,55,3851,1
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":14}",5497,1679677307750,phase 2,14,206,HAM,0,PHISHING,4259,60,5497,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":15}",4335,1679677314220,phase 2,15,240,HAM,0,PHISHING,2505,40,4335,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":16}",2342,1679677319460,phase 2,16,329,HAM,1,HAM,709,55,2342,1
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":17}",2095,1679677328721,phase 2,17,354,HAM,0,PHISHING,757,45,2095,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":18}",1988,1679677335409,phase 2,18,331,HAM,1,HAM,780,55,1989,1
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":19}",2441,1679677339487,phase 2,19,272,HAM,0,PHISHING,1209,40,2441,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":20}",2762,1679677344402,phase 2,20,216,HAM,1,HAM,1027,60,2762,1
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":21}",2703,1679677351707,phase 2,21,267,HAM,0,PHISHING,861,55,2703,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":22}",2291,1679677357268,phase 2,22,3,PHISHING,1,HAM,952,50,2291,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":23}",4238,1679677365527,phase 2,23,289,HAM,1,HAM,2931,50,4238,1
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":24}",4452,1679677371792,phase 2,24,308,HAM,0,PHISHING,3285,50,4452,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":25}",3104,1679677380527,phase 2,25,301,HAM,0,PHISHING,1476,55,3104,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":26}",5317,1679677387493,phase 2,26,27,PHISHING,0,PHISHING,3989,55,5317,1
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":27}",6333,1679677397462,phase 2,27,313,HAM,0,PHISHING,4826,55,6333,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":28}",4093,1679677403119,phase 2,28,93,PHISHING,0,PHISHING,2833,50,4093,1
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":29}",5046,1679677413319,phase 2,29,299,HAM,0,PHISHING,3057,55,5046,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":30}",3780,1679677419787,phase 2,30,159,PHISHING,0,PHISHING,2521,50,3780,1
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":31}",5531,1679677428812,phase 2,31,317,HAM,0,PHISHING,4012,55,5531,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":32}",9664,1679677440641,phase 2,32,117,PHISHING,0,PHISHING,8422,55,9664,1
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":33}",11736,1679677454290,phase 2,33,319,HAM,0,PHISHING,9945,50,11736,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":34}",7161,1679677462673,phase 2,34,325,HAM,1,HAM,5105,55,7162,1
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":35}",6318,1679677470899,phase 2,35,276,HAM,0,PHISHING,5146,50,6318,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":36}",3481,1679677476522,phase 2,36,200,HAM,0,PHISHING,2207,50,3482,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":37}",8428,1679677490763,phase 2,37,305,HAM,0,PHISHING,6604,55,8428,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":38}",14150,1679677506848,phase 2,38,58,PHISHING,1,HAM,12405,50,14150,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":39}",2993,1679677511756,phase 2,39,197,HAM,0,PHISHING,1307,55,2993,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":40}",2279,1679677515350,phase 2,40,133,PHISHING,1,HAM,706,55,2279,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":41}",5588,1679677522549,phase 2,41,158,PHISHING,0,PHISHING,4246,50,5588,1
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":42}",5553,1679677529615,phase 2,42,178,PHISHING,1,HAM,4468,55,5553,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":43}",3023,1679677544717,phase 2,43,258,HAM,1,HAM,1633,50,3023,1
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":44}",2141,1679677548486,phase 2,44,338,HAM,0,PHISHING,1039,45,2141,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":45}",2119,1679677558446,phase 2,45,116,PHISHING,0,PHISHING,678,50,2119,1
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":46}",2365,1679677567279,phase 2,46,63,PHISHING,0,PHISHING,1088,60,2365,1
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":47}",2109,1679677576186,phase 2,47,291,HAM,0,PHISHING,701,60,2110,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":48}",2628,1679677581463,phase 2,48,302,HAM,0,PHISHING,1032,55,2628,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":49}",2458,1679677589274,phase 2,49,192,HAM,0,PHISHING,701,60,2458,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":50}",10597,1679677608102,phase 2,50,220,HAM,1,HAM,9315,50,10597,1
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":51}",2491,1679677611976,phase 2,51,222,HAM,0,PHISHING,1107,50,2491,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":52}",2156,1679677615682,phase 2,52,226,HAM,0,PHISHING,712,55,2156,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":53}",2244,1679677624230,phase 2,53,75,PHISHING,1,HAM,611,60,2244,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":54}",2663,1679677632611,phase 2,54,281,HAM,0,PHISHING,855,55,2663,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":55}",3918,1679677641051,phase 2,55,351,HAM,0,PHISHING,2407,50,3918,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":56}",2582,1679677645670,phase 2,56,219,HAM,0,PHISHING,1400,55,2582,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":57}",4343,1679677658004,phase 2,57,229,HAM,0,PHISHING,2741,55,4343,0
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":58}",6044,1679677670270,phase 2,58,312,HAM,1,HAM,4682,50,6045,1
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":59}",7334,1679677680227,phase 2,59,348,HAM,1,HAM,5783,45,7334,1
900402100722750,room000002,"{""stage"":1,""step"":1,""round"":60}",6486,1679677690559,phase 2,60,239,HAM,1,HAM,4386,45,6486,1
900402100722750,room000003,"{""stage"":1,""step"":1,""round"":1}",14016,1679677716848,phase 3,1,160,PHISHING,1,HAM,12407,50,14016,0
900402100722750,room000003,"{""stage"":1,""step"":1,""round"":2}",2207,1679677719205,phase 3,2,149,PHISHING,1,HAM,610,45,2207,0
900402100722750,room000003,"{""stage"":1,""step"":1,""round"":3}",1837,1679677721205,phase 3,3,343,HAM,1,HAM,644,45,1837,1
900402100722750,room000003,"{""stage"":1,""step"":1,""round"":4}",1847,1679677723208,phase 3,4,130,PHISHING,1,HAM,438,75,1847,0
900402100722750,room000003,"{""stage"":1,""step"":1,""round"":5}",2300,1679677725660,phase 3,5,321,HAM,1,HAM,444,25,2300,1
900402100722750,room000003,"{""stage"":1,""step"":1,""round"":6}",1555,1679677727385,phase 3,6,271,HAM,1,HAM,413,55,1555,1
900402100722750,room000003,"{""stage"":1,""step"":1,""round"":7}",2128,1679677729675,phase 3,7,98,PHISHING,1,HAM,630,30,2129,0
900402100722750,room000003,"{""stage"":1,""step"":1,""round"":8}",3028,1679677732869,phase 3,8,14,PHISHING,1,HAM,1409,65,3028,0
900402100722750,room000003,"{""stage"":1,""step"":1,""round"":9}",1978,1679677734999,phase 3,9,26,PHISHING,1,HAM,693,35,1978,0
900402100722750,room000003,"{""stage"":1,""step"":1,""round"":10}",1570,1679677736734,phase 3,10,259,HAM,1,HAM,499,65,1570,1
900402100722750,room000003,"{""stage"":1,""step"":1,""round"":11}",1979,1679677738872,phase 3,11,326,HAM,1,HAM,497,25,1979,1
900402100722750,room000003,"{""stage"":1,""step"":1,""round"":12}",2181,1679677741209,phase 3,12,154,PHISHING,1,HAM,602,65,2181,0
900402100722750,room000003,"{""stage"":1,""step"":1,""round"":13}",2017,1679677743379,phase 3,13,245,HAM,1,HAM,656,45,2017,1
900402100722750,room000003,"{""stage"":1,""step"":1,""round"":14}",1800,1679677745338,phase 3,14,174,PHISHING,1,HAM,552,65,1800,0
900402100722750,room000003,"{""stage"":1,""step"":1,""round"":15}",1789,1679677747281,phase 3,15,261,HAM,1,HAM,445,45,1789,1
900402100722750,room000003,"{""stage"":1,""step"":1,""round"":16}",1718,1679677749161,phase 3,16,246,HAM,1,HAM,488,55,1718,1
900402100722750,room000003,"{""stage"":1,""step"":1,""round"":17}",2843,1679677752171,phase 3,17,109,PHISHING,1,HAM,756,45,2843,0
900402100722750,room000003,"{""stage"":1,""step"":1,""round"":18}",1845,1679677754182,phase 3,18,237,HAM,1,HAM,692,70,1846,1
900402100722750,room000003,"{""stage"":1,""step"":1,""round"":19}",1813,1679677756167,phase 3,19,40,PHISHING,1,HAM,526,30,1814,0
900402100722750,room000003,"{""stage"":1,""step"":1,""round"":20}",2392,1679677758714,phase 3,20,244,HAM,1,HAM,745,50,2392,1
